classification_id,credit_id,client_id,date_classification,categorie_reglementaire,categorie_bale_ii,categorie_ifrs9,jours_retard,probabilite_defaut_pd,perte_en_cas_defaut_lgd,exposition_en_cas_defaut_ead,perte_attendue_el,provision_requise,provision_constituee,taux_provisionnement,indicateur_forborne,date_restructuration,indicateur_contentieux,date_entree_contentieux,motif_classification,observation,validateur_id,date_validation,date_prochaine_revue
CLS-000447,CRD-000447,CLI-002329,2023-01-25,Saine,C,Stage 1,0,0.0078,0.3667,5950.36,17.09,19.03,18.22,0.0,0,,0,,Normal,Classification automatique,VAL-002,2026-09-11 14:53:27.217360,2026-12-10 14:53:27.217360
CLS-000448,CRD-000448,CLI-004614,2026-12-22,Saine,B,Stage 1,0,0.0112,0.4311,2003.74,9.71,11.06,10.72,0.0,0,,0,,Normal,Classification automatique,VAL-013,2026-09-11 14:53:27.219366,2026-12-10 14:53:27.219366
CLS-000449,CRD-000449,CLI-000222,2025-11-16,Saine,C,Stage 1,0,0.0133,0.4486,15870.65,94.65,97.88,95.04,0.0,0,,0,,Normal,Classification automatique,VAL-002,2026-09-11 14:53:27.222359,2026-12-10 14:53:27.222359
CLS-000450,CRD-000450,CLI-000094,2023-09-18,Saine,A,Stage 1,0,0.0105,0.7277,13754.11,105.57,118.8,114.16,0.0,0,,0,,Normal,Classification automatique,VAL-007,2026-09-11 14:53:27.224362,2026-12-10 14:53:27.224362
CLS-000451,CRD-000451,CLI-002610,2025-07-24,Saine,C,Stage 2,66,0.1428,0.4049,4723.1,273.06,307.46,304.59,0.0,0,,0,,Retard de paiement,Classification automatique,VAL-014,2026-09-11 14:53:27.227365,2026-12-10 14:53:27.227365
CLS-000452,CRD-000452,CLI-003383,2026-04-21,Saine,B,Stage 1,0,0.0065,0.4855,3837.17,12.09,13.12,12.75,0.0,0,,0,,Normal,Classification automatique,VAL-013,2026-09-11 14:53:27.231362,2026-12-10 14:53:27.231362
CLS-000453,CRD-000453,CLI-004416,2024-09-03,Pré-douteuse,D,Stage 3,127,0.2202,0.3939,2714.26,235.44,269.68,268.25,0.2,0,,0,,Retard de paiement,Classification automatique,VAL-014,2026-09-11 14:53:27.234364,2026-12-10 14:53:27.234364
CLS-000454,CRD-000454,CLI-001398,2024-03-27,Saine,A,Stage 1,0,0.0185,0.2035,237821.73,893.22,1071.18,1027.72,0.0,0,,0,,Normal,Classification automatique,VAL-010,2026-09-11 14:53:27.236367,2026-12-10 14:53:27.236367
CLS-000455,CRD-000455,CLI-004687,2026-02-13,Saine,C,Stage 1,0,0.0197,0.5417,835372.38,8922.3,10477.56,10373.38,0.0,0,,0,,Normal,Classification automatique,VAL-013,2026-09-11 14:53:27.239364,2026-12-10 14:53:27.239364
CLS-000456,CRD-000456,CLI-001293,2024-03-04,Saine,C,Stage 1,0,0.0123,0.6152,29213.19,221.17,261.45,248.8,0.0,0,,0,,Normal,Classification automatique,VAL-015,2026-09-11 14:53:27.242359,2026-12-10 14:53:27.242359
CLS-000457,CRD-000457,CLI-002165,2026-01-07,Saine,B,Stage 1,0,0.0095,0.6506,8667.03,53.55,59.22,56.55,0.0,0,,0,,Normal,Classification automatique,VAL-019,2026-09-11 14:53:27.244365,2026-12-10 14:53:27.244365
CLS-000458,CRD-000458,CLI-002940,2023-03-02,Compromise,D,Stage 3,373,0.7715,0.4219,103179.25,33584.86,40195.79,39349.57,1.0,0,,1,2023-12-16,Retard de paiement,Classification automatique,VAL-018,2026-09-11 14:53:27.247364,2026-12-10 14:53:27.247364
CLS-000459,CRD-000459,CLI-003669,2025-06-17,Saine,B,Stage 1,0,0.0099,0.6694,28100.86,185.88,194.05,186.33,0.0,0,,0,,Normal,Classification automatique,VAL-019,2026-09-11 14:53:27.250361,2026-12-10 14:53:27.250361
CLS-000460,CRD-000460,CLI-000813,2024-10-28,Saine,C,Stage 1,0,0.0131,0.3687,4329.96,20.94,21.91,20.99,0.0,0,,0,,Normal,Classification automatique,VAL-003,2026-09-11 14:53:27.253364,2026-12-10 14:53:27.253364
CLS-000461,CRD-000461,CLI-001259,2024-08-18,Saine,C,Stage 1,0,0.0057,0.448,678266.28,1719.91,1861.91,1803.71,0.0,0,,0,,Normal,Classification automatique,VAL-011,2026-09-11 14:53:27.256363,2026-12-10 14:53:27.256363
CLS-000462,CRD-000462,CLI-000890,2025-06-10,Saine,C,Stage 1,0,0.0174,0.4975,7390.8,64.09,73.17,73.16,0.0,0,,0,,Normal,Classification automatique,VAL-016,2026-09-11 14:53:27.259364,2026-12-10 14:53:27.259364
CLS-000463,CRD-000463,CLI-001452,2023-09-05,Saine,B,Stage 1,0,0.0073,0.4784,80748.22,281.01,336.02,333.26,0.0,0,,0,,Normal,Classification automatique,VAL-020,2026-09-11 14:53:27.262364,2026-12-10 14:53:27.262364
CLS-000464,CRD-000464,CLI-003317,2024-07-01,Saine,C,Stage 1,0,0.0175,0.3804,53096.46,353.56,421.12,419.22,0.0,0,,0,,Normal,Classification automatique,VAL-010,2026-09-11 14:53:27.265364,2026-12-10 14:53:27.265364
CLS-000465,CRD-000465,CLI-002560,2023-12-13,Saine,C,Stage 1,0,0.0097,0.3876,1060.81,4.01,4.3,4.14,0.0,0,,0,,Normal,Classification automatique,VAL-006,2026-09-11 14:53:27.268364,2026-12-10 14:53:27.268364
CLS-000466,CRD-000466,CLI-003575,2024-03-10,Saine,C,Stage 1,0,0.0171,0.4941,6142.75,51.82,55.38,53.46,0.0,0,,0,,Normal,Classification automatique,VAL-006,2026-09-11 14:53:27.270365,2026-12-10 14:53:27.270365
CLS-000467,CRD-000467,CLI-002681,2025-07-07,Saine,C,Stage 1,0,0.0172,0.2137,42098.86,154.93,162.3,157.48,0.0,1,,0,,Normal,Classification automatique,VAL-018,2026-09-11 14:53:27.273363,2026-12-10 14:53:27.273363
CLS-000468,CRD-000468,CLI-004652,2022-06-13,Saine,C,Stage 2,50,0.1418,0.7079,82475.79,8276.48,8328.34,7963.3,0.0,0,,0,,Retard de paiement,Classification automatique,VAL-006,2026-09-11 14:53:27.276363,2026-12-10 14:53:27.276363
CLS-000469,CRD-000469,CLI-004812,2023-05-27,Saine,A,Stage 1,0,0.0146,0.658,4752.95,45.53,46.52,45.9,0.0,1,,0,,Normal,Classification automatique,VAL-019,2026-09-11 14:53:27.279344,2026-12-10 14:53:27.279344
CLS-000470,CRD-000470,CLI-004680,2026-12-07,Saine,B,Stage 2,1,0.0432,0.2865,201429.16,2495.58,2536.25,2515.18,0.0,0,,0,,Normal,Classification automatique,VAL-001,2026-09-11 14:53:27.282341,2026-12-10 14:53:27.282341
CLS-000471,CRD-000471,CLI-002965,2025-11-16,Saine,C,Stage 1,0,0.0199,0.6551,8554.26,111.69,128.58,127.41,0.0,0,2026-08-14,0,,Normal,Classification automatique,VAL-009,2026-09-11 14:53:27.285340,2026-12-10 14:53:27.285340
CLS-000472,CRD-000472,CLI-002673,2026-02-16,Saine,B,Stage 1,0,0.0178,0.7457,460.75,6.12,6.41,6.28,0.0,0,,0,,Normal,Classification automatique,VAL-010,2026-09-11 14:53:27.287342,2026-12-10 14:53:27.287342
CLS-000473,CRD-000473,CLI-000562,2025-03-12,Saine,C,Stage 1,0,0.0124,0.4304,9034.91,48.1,55.75,54.69,0.0,1,,0,,Normal,Classification automatique,VAL-003,2026-09-11 14:53:27.290484,2026-12-10 14:53:27.290484
CLS-000474,CRD-000474,CLI-002779,2025-08-16,Saine,B,Stage 1,0,0.0132,0.5312,94654.04,664.55,766.39,762.59,0.0,0,,0,,Normal,Classification automatique,VAL-019,2026-09-11 14:53:27.292510,2026-12-10 14:53:27.292510
CLS-000475,CRD-000475,CLI-002949,2027-05-21,Saine,C,Stage 1,0,0.0125,0.5093,55507.43,351.97,366.24,361.41,0.0,1,,0,,Normal,Classification automatique,VAL-010,2026-09-11 14:53:27.295508,2026-12-10 14:53:27.295508
CLS-000476,CRD-000476,CLI-002818,2025-08-20,Saine,A,Stage 1,0,0.019,0.3638,9978.68,69.06,71.43,68.73,0.0,0,,0,,Normal,Classification automatique,VAL-018,2026-09-11 14:53:27.298509,2026-12-10 14:53:27.298509
CLS-000477,CRD-000477,CLI-002759,2026-11-12,Saine,B,Stage 1,0,0.0088,0.5455,4520.16,21.75,24.28,23.88,0.0,0,,0,,Normal,Classification automatique,VAL-012,2026-09-11 14:53:27.300509,2026-12-10 14:53:27.300509
CLS-000478,CRD-000478,CLI-001757,2024-10-19,Saine,C,Stage 1,0,0.0163,0.2138,33814.05,118.15,140.8,135.2,0.0,0,,0,,Normal,Classification automatique,VAL-019,2026-09-11 14:53:27.303509,2026-12-10 14:53:27.303509
CLS-000479,CRD-000479,CLI-000725,2025-01-14,Saine,C,Stage 1,0,0.0071,0.4961,64241.77,226.8,271.16,261.2,0.0,0,,0,,Normal,Classification automatique,VAL-010,2026-09-11 14:53:27.306507,2026-12-10 14:53:27.306507
CLS-000480,CRD-000480,CLI-000220,2023-02-01,Saine,A,Stage 1,0,0.0075,0.3851,35888.83,103.68,116.98,114.98,0.0,0,,0,,Normal,Classification automatique,VAL-004,2026-09-11 14:53:27.309489,2026-12-10 14:53:27.309489
CLS-000481,CRD-000481,CLI-004140,2025-05-30,Pré-douteuse,D,Stage 3,176,0.1724,0.2876,3063.49,151.91,180.08,177.47,0.2,0,,0,,Retard de paiement,Classification automatique,VAL-008,2026-09-11 14:53:27.313507,2026-12-10 14:53:27.313507
CLS-000482,CRD-000482,CLI-003958,2023-07-20,Saine,A,Stage 1,0,0.0172,0.7358,1002.68,12.68,14.62,14.13,0.0,0,,0,,Normal,Classification automatique,VAL-004,2026-09-11 14:53:27.316493,2026-12-10 14:53:27.316493
CLS-000483,CRD-000483,CLI-001589,2025-08-24,Saine,C,Stage 1,0,0.0195,0.5408,17917.83,188.81,211.44,205.4,0.0,0,,0,,Normal,Classification automatique,VAL-014,2026-09-11 14:53:27.319494,2026-12-10 14:53:27.319494
CLS-000484,CRD-000484,CLI-003348,2026-10-07,Saine,C,Stage 1,0,0.015,0.3533,45891.73,242.42,275.74,265.6,0.0,0,,0,,Normal,Classification automatique,VAL-018,2026-09-11 14:53:27.323493,2026-12-10 14:53:27.323493
CLS-000485,CRD-000485,CLI-003971,2023-12-05,Saine,A,Stage 1,0,0.0108,0.5167,9715.05,54.07,58.5,57.66,0.0,0,,0,,Normal,Classification automatique,VAL-001,2026-09-11 14:53:27.328484,2026-12-10 14:53:27.328484
CLS-000486,CRD-000486,CLI-004708,2026-02-18,Saine,C,Stage 1,0,0.0109,0.2529,9571.24,26.44,26.98,26.97,0.0,0,,0,,Normal,Classification automatique,VAL-017,2026-09-11 14:53:27.331509,2026-12-10 14:53:27.331509
CLS-000487,CRD-000487,CLI-000044,2024-07-27,Saine,B,Stage 1,0,0.0176,0.3631,42787.64,273.08,304.72,296.99,0.0,0,,0,,Normal,Classification automatique,VAL-005,2026-09-11 14:53:27.334506,2026-12-10 14:53:27.334506
CLS-000488,CRD-000488,CLI-003002,2026-03-01,Saine,C,Stage 1,0,0.0183,0.5877,5109.39,54.94,64.62,61.79,0.0,1,,0,,Normal,Classification automatique,VAL-004,2026-09-11 14:53:27.336505,2026-12-10 14:53:27.336505
CLS-000489,CRD-000489,CLI-000211,2026-03-13,Pré-douteuse,D,Stage 3,158,0.2481,0.5067,7591.04,954.28,1056.79,1010.36,0.2,0,,0,,Retard de paiement,Classification automatique,VAL-004,2026-09-11 14:53:27.339507,2026-12-10 14:53:27.339507
CLS-000490,CRD-000490,CLI-000678,2022-09-28,Saine,C,Stage 1,0,0.0177,0.2133,155649.48,586.62,632.67,611.43,0.0,0,,0,,Normal,Classification automatique,VAL-017,2026-09-11 14:53:27.341509,2026-12-10 14:53:27.341509
CLS-000491,CRD-000491,CLI-000355,2023-10-17,Saine,A,Stage 1,0,0.0152,0.2251,11444.37,39.03,39.87,38.1,0.0,1,2024-04-07,0,,Normal,Classification automatique,VAL-008,2026-09-11 14:53:27.345489,2026-12-10 14:53:27.345489
CLS-000492,CRD-000492,CLI-001434,2026-07-22,Saine,B,Stage 1,0,0.0157,0.2065,139.59,0.45,0.48,0.46,0.0,0,,0,,Normal,Classification automatique,VAL-015,2026-09-11 14:53:27.348488,2026-12-10 14:53:27.348488
CLS-000493,CRD-000493,CLI-000950,2022-12-30,Saine,B,Stage 1,0,0.0144,0.2947,8776.29,37.14,41.9,41.83,0.0,0,,0,,Normal,Classification automatique,VAL-018,2026-09-11 14:53:27.351734,2026-12-10 14:53:27.351734
CLS-000494,CRD-000494,CLI-002844,2023-11-24,Douteuse,D,Stage 3,266,0.5796,0.6015,384.07,133.89,135.11,130.13,0.5,0,,1,2023-11-24,Retard de paiement,Classification automatique,VAL-010,2026-09-11 14:53:27.353732,2026-12-10 14:53:27.353732
CLS-000495,CRD-000495,CLI-000578,2026-06-08,Saine,A,Stage 1,0,0.016,0.316,21042.09,106.26,112.29,111.19,0.0,0,,0,,Normal,Classification automatique,VAL-019,2026-09-11 14:53:27.356734,2026-12-10 14:53:27.356734
CLS-000496,CRD-000496,CLI-003929,2026-04-19,Saine,B,Stage 1,0,0.0105,0.3584,2637.09,9.89,11.23,10.68,0.0,0,,0,,Normal,Classification automatique,VAL-013,2026-09-11 14:53:27.359733,2026-12-10 14:53:27.359733
CLS-000497,CRD-000497,CLI-000545,2023-02-08,Saine,C,Stage 1,0,0.0137,0.3473,151964.51,724.88,821.74,808.39,0.0,0,,0,,Normal,Classification automatique,VAL-016,2026-09-11 14:53:27.362734,2026-12-10 14:53:27.362734
CLS-000498,CRD-000498,CLI-000368,2026-09-22,Douteuse,D,Stage 3,183,0.5398,0.4565,1206.44,297.28,333.49,327.65,0.5,0,,1,2026-10-17,Retard de paiement,Classification automatique,VAL-005,2026-09-11 14:53:27.365890,2026-12-10 14:53:27.365890
CLS-000499,CRD-000499,CLI-001613,2024-05-05,Saine,B,Stage 1,0,0.0051,0.4442,220684.53,502.69,574.87,556.14,0.0,0,,0,,Normal,Classification automatique,VAL-019,2026-09-11 14:53:27.367889,2026-12-10 14:53:27.367889
CLS-000500,CRD-000500,CLI-003551,2026-01-13,Saine,B,Stage 1,0,0.0124,0.2591,240.21,0.77,0.77,0.75,0.0,0,,0,,Normal,Classification automatique,VAL-013,2026-09-11 14:53:27.370890,2026-12-10 14:53:27.370890
CLS-000501,CRD-000501,CLI-003717,2024-06-17,Pré-douteuse,D,Stage 3,94,0.1715,0.6304,19000.96,2054.41,2140.98,2035.6,0.2,0,,0,,Retard de paiement,Classification automatique,VAL-013,2026-09-11 14:53:27.373940,2026-12-10 14:53:27.373940
CLS-000502,CRD-000502,CLI-003780,2026-11-17,Pré-douteuse,D,Stage 3,158,0.2756,0.4693,36311.65,4696.19,5251.43,5093.34,0.2,0,,0,,Retard de paiement,Classification automatique,VAL-010,2026-09-11 14:53:27.377085,2026-12-10 14:53:27.377085
CLS-000503,CRD-000503,CLI-000136,2027-04-12,Saine,B,Stage 1,0,0.0085,0.5337,821498.86,3743.21,4129.01,4117.64,0.0,0,,0,,Normal,Classification automatique,VAL-001,2026-09-11 14:53:27.379085,2026-12-10 14:53:27.379085
CLS-000504,CRD-000504,CLI-004481,2025-03-10,Saine,B,Stage 1,0,0.0195,0.528,74481.96,765.96,873.64,838.68,0.0,0,,0,,Normal,Classification automatique,VAL-014,2026-09-11 14:53:27.382085,2026-12-10 14:53:27.382085
CLS-000505,CRD-000505,CLI-001438,2026-05-13,Pré-douteuse,D,Stage 3,124,0.2567,0.3856,278088.22,27523.37,31450.42,30913.01,0.2,0,,0,,Retard de paiement,Classification automatique,VAL-008,2026-09-11 14:53:27.384084,2026-12-10 14:53:27.384084
CLS-000506,CRD-000506,CLI-000048,2024-10-13,Saine,C,Stage 1,0,0.0168,0.5446,9991.43,91.42,106.76,105.7,0.0,0,,0,,Normal,Classification automatique,VAL-004,2026-09-11 14:53:27.387085,2026-12-10 14:53:27.387085
CLS-000507,CRD-000507,CLI-001361,2023-09-12,Saine,C,Stage 1,0,0.0148,0.4147,49564.33,303.8,308.9,307.76,0.0,0,2024-09-18,0,,Normal,Classification automatique,VAL-012,2026-09-11 14:53:27.389084,2026-12-10 14:53:27.389084
CLS-000508,CRD-000508,CLI-000735,2025-06-18,Saine,C,Stage 1,0,0.0162,0.5873,36070.98,343.76,384.77,374.88,0.0,0,,0,,Normal,Classification automatique,VAL-019,2026-09-11 14:53:27.392326,2026-12-10 14:53:27.392326
CLS-000509,CRD-000509,CLI-001535,2023-03-21,Saine,C,Stage 1,0,0.0137,0.57,279123.68,2185.14,2558.92,2504.83,0.0,0,,0,,Normal,Classification automatique,VAL-002,2026-09-11 14:53:27.395325,2026-12-10 14:53:27.395325
CLS-000510,CRD-000510,CLI-002005,2022-02-03,Saine,C,Stage 1,0,0.0084,0.3859,26957.06,87.78,94.05,93.87,0.0,0,,0,,Normal,Classification automatique,VAL-010,2026-09-11 14:53:27.397327,2026-12-10 14:53:27.397327
CLS-000511,CRD-000511,CLI-003796,2025-09-18,Saine,C,Stage 1,0,0.0177,0.3905,6897.66,47.72,48.79,47.03,0.0,0,,0,,Normal,Classification automatique,VAL-012,2026-09-11 14:53:27.400499,2026-12-10 14:53:27.400499
CLS-000512,CRD-000512,CLI-002520,2024-05-23,Saine,B,Stage 1,0,0.0187,0.3077,62424.64,358.32,408.31,400.08,0.0,1,,0,,Normal,Classification automatique,VAL-016,2026-09-11 14:53:27.402502,2026-12-10 14:53:27.402502
CLS-000513,CRD-000513,CLI-001973,2022-01-17,Saine,B,Stage 1,0,0.0109,0.4731,4420.41,22.86,24.45,24.44,0.0,0,,0,,Normal,Classification automatique,VAL-017,2026-09-11 14:53:27.405499,2026-12-10 14:53:27.405499
CLS-000514,CRD-000514,CLI-000997,2023-12-10,Pré-douteuse,D,Stage 3,174,0.2186,0.5471,19300.69,2308.85,2370.5,2333.61,0.2,0,,0,,Retard de paiement,Classification automatique,VAL-004,2026-09-11 14:53:27.408480,2026-12-10 14:53:27.408480
CLS-000515,CRD-000515,CLI-000062,2026-03-30,Saine,C,Stage 1,0,0.013,0.2752,6752.28,24.16,28.1,27.04,0.0,1,,0,,Normal,Classification automatique,VAL-008,2026-09-11 14:53:27.411480,2026-12-10 14:53:27.411480
CLS-000516,CRD-000516,CLI-001109,2022-05-09,Saine,A,Stage 1,0,0.0184,0.4333,50709.46,404.45,446.32,431.45,0.0,0,,0,,Normal,Classification automatique,VAL-018,2026-09-11 14:53:27.413480,2026-12-10 14:53:27.413480
CLS-000517,CRD-000517,CLI-002406,2024-10-23,Saine,A,Stage 1,0,0.0162,0.4551,0.0,0.0,0.0,0.0,0.0,0,,0,,Normal,Classification automatique,VAL-018,2026-09-11 14:53:27.415854,2026-12-10 14:53:27.415854
CLS-000518,CRD-000518,CLI-000096,2024-06-29,Saine,C,Stage 1,0,0.007,0.6574,24850.49,114.16,118.04,112.45,0.0,0,,0,,Normal,Classification automatique,VAL-003,2026-09-11 14:53:27.418857,2026-12-10 14:53:27.418857
CLS-000519,CRD-000519,CLI-000479,2021-11-23,Saine,C,Stage 1,0,0.0137,0.3687,35845.31,180.72,200.04,194.38,0.0,0,,0,,Normal,Classification automatique,VAL-016,2026-09-11 14:53:27.421870,2026-12-10 14:53:27.421870
CLS-000520,CRD-000520,CLI-004360,2022-04-19,Saine,B,Stage 2,26,0.028,0.3471,1791.8,17.39,18.72,17.99,0.0,0,,0,,Normal,Classification automatique,VAL-003,2026-09-11 14:53:27.424859,2026-12-10 14:53:27.424859
CLS-000521,CRD-000521,CLI-004113,2026-05-28,Saine,C,Stage 1,0,0.0071,0.3818,32705.19,88.91,93.36,89.1,0.0,0,,0,,Normal,Classification automatique,VAL-007,2026-09-11 14:53:27.428861,2026-12-10 14:53:27.428861
CLS-000522,CRD-000522,CLI-003708,2022-07-04,Saine,C,Stage 1,0,0.0104,0.2957,7584.9,23.26,24.52,24.32,0.0,0,,0,,Normal,Classification automatique,VAL-018,2026-09-11 14:53:27.431853,2026-12-10 14:53:27.431853
CLS-000523,CRD-000523,CLI-001102,2022-04-21,Saine,C,Stage 1,0,0.019,0.3874,11560.74,85.11,97.93,93.28,0.0,0,,0,,Normal,Classification automatique,VAL-017,2026-09-11 14:53:27.434853,2026-12-10 14:53:27.434853
CLS-000524,CRD-000524,CLI-002747,2025-07-16,Douteuse,D,Stage 3,336,0.4962,0.4863,623296.81,150377.19,151561.07,150697.74,0.5,0,,1,2025-06-21,Retard de paiement,Classification automatique,VAL-012,2026-09-11 14:53:27.436854,2026-12-10 14:53:27.436854
CLS-000525,CRD-000525,CLI-002171,2026-12-27,Saine,B,Stage 1,0,0.0109,0.4038,165029.7,724.37,843.89,813.54,0.0,0,,0,,Normal,Classification automatique,VAL-003,2026-09-11 14:53:27.439854,2026-12-10 14:53:27.439854
CLS-000526,CRD-000526,CLI-000323,2025-02-10,Saine,B,Stage 1,0,0.0135,0.3401,37402.8,171.53,185.9,179.81,0.0,0,,0,,Normal,Classification automatique,VAL-017,2026-09-11 14:53:27.442853,2026-12-10 14:53:27.442853
CLS-000527,CRD-000527,CLI-004255,2023-05-19,Saine,B,Stage 1,0,0.0159,0.5262,4124.52,34.55,35.6,34.48,0.0,0,,0,,Normal,Classification automatique,VAL-013,2026-09-11 14:53:27.445873,2026-12-10 14:53:27.445873
CLS-000528,CRD-000528,CLI-003143,2025-03-30,Saine,B,Stage 1,0,0.0197,0.4859,40824.97,389.94,460.4,456.91,0.0,0,,0,,Normal,Classification automatique,VAL-008,2026-09-11 14:53:27.448876,2026-12-10 14:53:27.448876
CLS-000529,CRD-000529,CLI-003538,2025-05-26,Saine,C,Stage 1,0,0.0128,0.4036,24924.34,128.35,147.36,140.18,0.0,0,,0,,Normal,Classification automatique,VAL-016,2026-09-11 14:53:27.450877,2026-12-10 14:53:27.450877
CLS-000530,CRD-000530,CLI-004926,2025-08-17,Saine,B,Stage 1,0,0.0077,0.5155,23350.31,92.55,96.09,94.55,0.0,1,,0,,Normal,Classification automatique,VAL-011,2026-09-11 14:53:27.453854,2026-12-10 14:53:27.453854
CLS-000531,CRD-000531,CLI-002925,2023-12-19,Pré-douteuse,D,Stage 3,137,0.317,0.4736,8528.19,1280.39,1334.82,1332.75,0.2,0,,0,,Retard de paiement,Classification automatique,VAL-005,2026-09-11 14:53:27.456876,2026-12-10 14:53:27.456876
CLS-000532,CRD-000532,CLI-001150,2024-09-03,Saine,B,Stage 1,0,0.0089,0.3634,2865.44,9.3,9.35,8.98,0.0,0,,0,,Normal,Classification automatique,VAL-012,2026-09-11 14:53:27.459872,2026-12-10 14:53:27.459872
CLS-000533,CRD-000533,CLI-003618,2025-03-25,Saine,C,Stage 1,0,0.0172,0.4665,7836.96,62.92,73.57,71.4,0.0,0,,0,,Normal,Classification automatique,VAL-015,2026-09-11 14:53:27.461853,2026-12-10 14:53:27.461853
CLS-000534,CRD-000534,CLI-000292,2026-01-21,Saine,C,Stage 1,0,0.0198,0.3626,21533.73,154.88,158.84,154.95,0.0,0,,0,,Normal,Classification automatique,VAL-006,2026-09-11 14:53:27.464855,2026-12-10 14:53:27.464855
CLS-000535,CRD-000535,CLI-003750,2025-07-28,Saine,C,Stage 1,0,0.0125,0.3359,35507.96,148.78,176.09,174.59,0.0,0,,0,,Normal,Classification automatique,VAL-018,2026-09-11 14:53:27.468044,2026-12-10 14:53:27.468044
CLS-000536,CRD-000536,CLI-003587,2027-03-20,Saine,C,Stage 1,0,0.0162,0.4797,1130.85,8.78,10.3,9.87,0.0,1,,0,,Normal,Classification automatique,VAL-013,2026-09-11 14:53:27.471046,2026-12-10 14:53:27.471046
CLS-000537,CRD-000537,CLI-000534,2026-03-07,Saine,C,Stage 1,0,0.0194,0.6824,5962.15,78.96,79.9,78.47,0.0,0,,0,,Normal,Classification automatique,VAL-018,2026-09-11 14:53:27.473046,2026-12-10 14:53:27.473046
CLS-000538,CRD-000538,CLI-003608,2025-12-29,Pré-douteuse,D,Stage 3,145,0.3007,0.4293,24737.86,3193.47,3381.54,3244.79,0.2,0,,0,,Retard de paiement,Classification automatique,VAL-013,2026-09-11 14:53:27.476200,2026-12-10 14:53:27.476200
CLS-000539,CRD-000539,CLI-002649,2025-01-30,Saine,C,Stage 1,0,0.0119,0.297,2403.08,8.47,9.15,8.73,0.0,0,,0,,Normal,Classification automatique,VAL-007,2026-09-11 14:53:27.478204,2026-12-10 14:53:27.478204
CLS-000540,CRD-000540,CLI-004811,2023-04-23,Saine,A,Stage 1,0,0.0157,0.4,8834.41,55.42,62.21,61.23,0.0,0,,0,,Normal,Classification automatique,VAL-004,2026-09-11 14:53:27.481203,2026-12-10 14:53:27.481203
CLS-000541,CRD-000541,CLI-001984,2022-10-05,Saine,B,Stage 1,0,0.0148,0.532,3067.54,24.1,28.28,28.24,0.0,0,,0,,Normal,Classification automatique,VAL-009,2026-09-11 14:53:27.483204,2026-12-10 14:53:27.483204
CLS-000542,CRD-000542,CLI-002933,2022-09-23,Saine,C,Stage 1,0,0.0127,0.3684,32771.68,153.76,159.35,152.32,0.0,0,,0,,Normal,Classification automatique,VAL-019,2026-09-11 14:53:27.486203,2026-12-10 14:53:27.486203
CLS-000543,CRD-000543,CLI-001537,2024-06-25,Saine,A,Stage 1,0,0.0088,0.3584,3251.84,10.23,11.88,11.35,0.0,0,,0,,Normal,Classification automatique,VAL-002,2026-09-11 14:53:27.489204,2026-12-10 14:53:27.489204
CLS-000544,CRD-000544,CLI-004535,2024-09-25,Saine,B,Stage 1,0,0.0071,0.5275,8302.44,31.02,37.13,35.85,0.0,0,,0,,Normal,Classification automatique,VAL-014,2026-09-11 14:53:27.491337,2026-12-10 14:53:27.491337
CLS-000545,CRD-000545,CLI-004173,2023-11-23,Saine,C,Stage 1,0,0.0051,0.27,18299.86,25.03,27.24,26.23,0.0,0,,0,,Normal,Classification automatique,VAL-009,2026-09-11 14:53:27.493341,2026-12-10 14:53:27.493341
CLS-000546,CRD-000546,CLI-003361,2024-02-12,Saine,C,Stage 1,0,0.0125,0.6267,9894.58,77.57,86.95,82.69,0.0,0,,0,,Normal,Classification automatique,VAL-019,2026-09-11 14:53:27.496341,2026-12-10 14:53:27.496341
CLS-000547,CRD-000547,CLI-003666,2026-05-07,Saine,C,Stage 1,0,0.0125,0.3889,144410.53,699.49,722.24,718.01,0.0,1,,0,,Normal,Classification automatique,VAL-008,2026-09-11 14:53:27.499522,2026-12-10 14:53:27.499522
CLS-000548,CRD-000548,CLI-004006,2024-05-27,Saine,C,Stage 1,0,0.0115,0.3276,1260.23,4.76,4.99,4.77,0.0,0,,0,,Normal,Classification automatique,VAL-008,2026-09-11 14:53:27.501523,2026-12-10 14:53:27.501523
CLS-000549,CRD-000549,CLI-003627,2024-08-19,Saine,A,Stage 1,0,0.0158,0.7437,6636.11,77.75,90.12,89.66,0.0,0,,0,,Normal,Classification automatique,VAL-009,2026-09-11 14:53:27.504522,2026-12-10 14:53:27.504522
CLS-000550,CRD-000550,CLI-000587,2023-11-11,Saine,C,Stage 1,0,0.0126,0.3498,19907.07,88.0,92.47,88.67,0.0,1,,0,,Normal,Classification automatique,VAL-001,2026-09-11 14:53:27.506522,2026-12-10 14:53:27.506522
CLS-000551,CRD-000551,CLI-003257,2022-08-26,Saine,C,Stage 1,0,0.0066,0.5279,15493.36,54.11,60.53,57.7,0.0,0,,0,,Normal,Classification automatique,VAL-009,2026-09-11 14:53:27.509522,2026-12-10 14:53:27.509522
