credit_id,client_id,agence_id,compte_id,type_credit,montant_initial,montant_restant_du,taux_interet_nominal,taux_effectif_global,duree_totale_mois,duree_restante_mois,montant_mensualite,date_octroi,date_premiere_echeance,date_derniere_echeance,date_derniere_mensualite_payee,nombre_echeances_payees,nombre_echeances_impayees,jours_retard,statut_credit,garantie,valeur_garantie,objet_financement,score_risque_octroi,classification_bale,provision_constituee,date_dernier_incident,nombre_incidents_paiement,conseiller_credit_id,date_creation,date_derniere_maj
CRD-000382,CLI-004311,AG-TÉT-01,CPT-005529,Crédit immobilier,184600.17,177421.27,0.0587,0.0673,180,173,1544.83,2026-05-30,2026-06-29,2041-03-12,2026-12-26,7,173,0,En cours,Nantissement,169108.19,Études,654,B,706.99,,0,CONS-004,2026-09-11 14:53:26.892725,2026-09-11 14:53:26.892725
CRD-000383,CLI-002510,AG-MOH-01,CPT-003191,Crédit professionnel,141575.41,32023.01,0.0751,0.0861,84,19,2172.22,2022-09-06,2022-10-06,2029-07-31,2028-01-08,65,19,164,Incident de paiement,Hypothèque,116410.69,Investissement,672,D,1530.4,2022-10-24,2,CONS-033,2026-09-11 14:53:26.898828,2026-09-11 14:53:26.898828
CRD-000384,CLI-002293,AG-TAN-01,CPT-002924,Crédit immobilier,395794.81,32982.9,0.0741,0.081,240,20,3166.75,2025-06-19,2025-07-19,2045-03-06,2043-07-15,220,20,0,En cours,Hypothèque,257658.48,Véhicule,426,C,104.58,,0,CONS-027,2026-09-11 14:53:26.900885,2026-09-11 14:53:26.900885
CRD-000385,CLI-001324,AG-TÉT-01,CPT-001699,Crédit immobilier,103614.39,53534.1,0.0693,0.0811,120,62,1199.32,2022-11-09,2022-12-09,2032-09-17,2027-08-15,58,62,0,En cours,Hypothèque,114848.13,Fonds de roulement,847,A,167.66,,0,CONS-045,2026-09-11 14:53:26.919101,2026-09-11 14:53:26.919101
CRD-000386,CLI-001551,AG-AGA-01,CPT-001986,Crédit immobilier,158206.59,87013.62,0.0579,0.0638,240,132,1114.36,2021-12-20,2022-01-19,2041-09-06,2030-11-03,108,132,0,En cours,Sans garantie,0.0,Études,804,A,453.26,,0,CONS-010,2026-09-11 14:53:26.921156,2026-09-11 14:53:26.921156
CRD-000387,CLI-004648,AG-FÈS-02,CPT-005955,Crédit automobile,10495.14,2915.32,0.0362,0.0472,36,10,308.09,2025-02-21,2025-03-23,2028-02-06,2027-04-12,26,10,0,En cours,Sans garantie,0.0,Travaux,526,C,36.88,,0,CONS-034,2026-09-11 14:53:26.931279,2026-09-11 14:53:26.931279
CRD-000388,CLI-000316,AG-MEK-01,CPT-000397,Crédit consommation,15351.78,15031.95,0.0319,0.0376,48,47,341.09,2024-01-16,2024-02-15,2027-12-26,2024-02-15,1,47,0,En cours,Hypothèque,12282.84,Études,489,C,30.12,,0,CONS-021,2026-09-11 14:53:26.943238,2026-09-11 14:53:26.943238
CRD-000389,CLI-001243,AG-RAB-03,CPT-001593,Crédit automobile,80363.63,41856.06,0.0745,0.0817,48,25,1941.23,2023-05-19,2023-06-18,2027-04-28,2025-04-08,23,25,0,En cours,Nantissement,41950.62,Investissement,469,C,401.34,,0,CONS-029,2026-09-11 14:53:26.948350,2026-09-11 14:53:26.948350
CRD-000390,CLI-002451,AG-FÈS-02,CPT-003119,Crédit professionnel,138984.76,61771.0,0.0746,0.0809,36,16,4320.74,2026-05-26,2026-06-25,2029-05-10,2028-01-16,20,16,0,En cours,Garantie autonome,139168.35,Investissement,605,B,473.8,,0,CONS-041,2026-09-11 14:53:26.953349,2026-09-11 14:53:26.953349
CRD-000391,CLI-001579,AG-EL -01,CPT-002021,Crédit consommation,5244.74,5244.74,0.0489,0.062,12,12,448.72,2025-08-21,2025-09-20,2026-08-16,,0,12,0,En cours,Hypothèque,6115.11,Études,663,B,23.53,,0,CONS-006,2026-09-11 14:53:26.958342,2026-09-11 14:53:26.958342
CRD-000392,CLI-004626,AG-AGA-01,CPT-005927,Crédit automobile,45174.28,40154.92,0.0565,0.0712,36,32,1367.14,2026-02-25,2026-03-27,2029-02-09,2026-06-25,4,32,0,En cours,Sans garantie,0.0,Achat immobilier,597,C,381.59,,0,CONS-047,2026-09-11 14:53:26.964351,2026-09-11 14:53:26.964351
CRD-000393,CLI-003117,AG-AGA-01,CPT-003976,Crédit immobilier,66086.65,1652.17,0.0785,0.0877,120,3,796.58,2026-01-13,2026-02-12,2035-11-22,2035-08-24,117,3,203,Contentieux,Sans garantie,0.0,Équipement professionnel,544,D,437.69,2026-01-28,1,CONS-020,2026-09-11 14:53:26.985346,2026-09-11 14:53:26.985346
CRD-000394,CLI-000070,AG-MAR-02,CPT-000091,Crédit professionnel,39214.08,5446.4,0.0662,0.0784,36,5,1204.02,2024-05-20,2024-06-19,2027-05-05,2026-12-06,31,5,0,En cours,Hypothèque,33464.52,Achat immobilier,528,C,28.38,,0,CONS-005,2026-09-11 14:53:26.994344,2026-09-11 14:53:26.994344
CRD-000395,CLI-000860,AG-RAB-02,CPT-001098,Crédit équipement,13024.65,10853.88,0.0739,0.0821,24,20,585.45,2023-09-02,2023-10-02,2025-08-22,2023-12-31,4,20,0,En cours,Sans garantie,0.0,Investissement,690,B,82.82,,0,CONS-016,2026-09-11 14:53:26.999347,2026-09-11 14:53:26.999347
CRD-000396,CLI-002754,AG-CAS-02,CPT-003507,Crédit immobilier,1864983.83,907625.46,0.058,0.0716,300,146,11789.15,2023-09-05,2023-10-05,2048-04-26,2036-04-29,154,146,0,En cours,Caution personnelle,1289333.11,Études,605,B,6430.39,,0,CONS-047,2026-09-11 14:53:27.004348,2026-09-11 14:53:27.004348
CRD-000397,CLI-001633,AG-MAR-02,CPT-002089,Crédit automobile,44769.87,32333.8,0.0414,0.0539,36,26,1324.57,2026-05-18,2026-06-17,2029-05-02,2027-03-14,10,26,76,En cours (retard),Caution personnelle,51555.05,Fonds de roulement,667,C,1298.69,2026-08-27,3,CONS-044,2026-09-11 14:53:27.024348,2026-09-11 14:53:27.024348
CRD-000398,CLI-001651,AG-CAS-06,CPT-002110,Crédit immobilier,114515.47,76725.36,0.0398,0.0542,300,201,603.19,2025-03-19,2025-04-18,2049-11-08,2033-05-06,99,201,17,En cours (retard),Garantie autonome,131718.95,Investissement,647,B,1460.14,,0,CONS-034,2026-09-11 14:53:27.029344,2026-09-11 14:53:27.029344
CRD-000399,CLI-003861,AG-FÈS-01,CPT-004939,Crédit consommation,28356.68,16541.4,0.0607,0.0685,12,7,2441.47,2023-02-10,2023-03-12,2024-02-05,2023-07-10,5,7,0,En cours,Hypothèque,15838.1,Études,575,C,37.48,,0,CONS-008,2026-09-11 14:53:27.034342,2026-09-11 14:53:27.034342
CRD-000400,CLI-003107,AG-SAF-01,CPT-003963,Crédit immobilier,97970.34,64497.14,0.0355,0.0531,120,79,971.08,2026-05-21,2026-06-20,2036-03-29,2029-10-02,41,79,0,En cours,Caution personnelle,77508.74,Études,625,B,475.15,,0,CONS-043,2026-09-11 14:53:27.039344,2026-09-11 14:53:27.039344
CRD-000401,CLI-001075,AG-FÈS-02,CPT-001370,Crédit automobile,83971.54,23791.94,0.0341,0.042,60,17,1524.21,2025-11-01,2025-12-01,2030-10-06,2029-05-14,43,17,0,En cours,Hypothèque,57944.24,Véhicule,583,C,56.89,,0,CONS-009,2026-09-11 14:53:27.044346,2026-09-11 14:53:27.044346
CRD-000402,CLI-004002,AG-RAB-03,CPT-005114,Crédit consommation,5528.73,1842.91,0.0744,0.0895,12,4,479.51,2023-02-14,2023-03-16,2024-02-09,2023-10-12,8,4,0,En cours,Hypothèque,5092.34,Achat immobilier,604,B,9.99,,0,CONS-046,2026-09-11 14:53:27.058346,2026-09-11 14:53:27.058346
CRD-000403,CLI-000788,AG-RAB-01,CPT-001003,Crédit professionnel,41304.27,26388.84,0.0499,0.0587,36,23,1237.74,2024-02-27,2024-03-28,2027-02-11,2025-03-23,13,23,0,En cours,Sans garantie,0.0,Travaux,405,C,136.12,,0,CONS-040,2026-09-11 14:53:27.080343,2026-09-11 14:53:27.080343
CRD-000404,CLI-002606,AG-MOH-01,CPT-003317,Crédit consommation,3788.59,0.0,0.047,0.0552,36,0,113.04,2022-11-12,2022-12-12,2025-10-27,2025-10-27,36,0,0,En cours,Hypothèque,3698.61,Travaux,610,B,0.0,,0,CONS-039,2026-09-11 14:53:27.087344,2026-09-11 14:53:27.087344
CRD-000405,CLI-003631,AG-TAN-02,CPT-004642,Crédit automobile,18965.98,9087.87,0.0472,0.0624,48,23,434.37,2025-11-10,2025-12-10,2029-10-20,2027-11-30,25,23,0,En cours,Nantissement,13219.88,Fonds de roulement,717,A,94.72,,0,CONS-008,2026-09-11 14:53:27.093346,2026-09-11 14:53:27.093346
CRD-000406,CLI-002122,AG-TAN-02,CPT-002701,Crédit automobile,187409.14,121035.07,0.0787,0.097,48,31,4563.78,2024-11-09,2024-12-09,2028-10-19,2026-04-03,17,31,0,En cours,Caution personnelle,106484.37,Investissement,520,C,311.1,,0,CONS-047,2026-09-11 14:53:27.099344,2026-09-11 14:53:27.099344
CRD-000407,CLI-001875,AG-MAR-01,CPT-002391,Crédit automobile,9278.22,3286.04,0.0334,0.0455,48,17,206.76,2024-01-24,2024-02-23,2028-01-03,2026-08-11,31,17,0,En cours,Sans garantie,0.0,Travaux,611,B,40.83,,0,CONS-034,2026-09-11 14:53:27.104340,2026-09-11 14:53:27.104340
CRD-000408,CLI-000812,AG-CAS-06,CPT-001037,Crédit immobilier,231556.54,158230.3,0.0695,0.0764,120,82,2682.6,2021-10-02,2021-11-01,2031-08-11,2024-11-15,38,82,0,En cours,Garantie autonome,185420.4,Études,409,C,925.25,,0,CONS-007,2026-09-11 14:53:27.107343,2026-09-11 14:53:27.107343
CRD-000409,CLI-000388,AG-MOH-01,CPT-000491,Crédit équipement,36314.67,22696.67,0.0747,0.0915,24,15,1633.65,2024-11-03,2024-12-03,2026-10-24,2025-07-31,9,15,0,En cours,Garantie autonome,34412.75,Achat immobilier,676,B,147.89,,0,CONS-050,2026-09-11 14:53:27.111342,2026-09-11 14:53:27.111342
CRD-000410,CLI-002883,AG-CAS-05,CPT-003676,Crédit consommation,14934.03,2489.0,0.0449,0.0508,36,6,444.17,2023-04-10,2023-05-10,2026-03-25,2025-09-26,30,6,0,En cours,Garantie autonome,15954.16,Travaux,739,A,20.5,,0,CONS-050,2026-09-11 14:53:27.114339,2026-09-11 14:53:27.114339
CRD-000411,CLI-001176,AG-SET-01,CPT-001503,Crédit automobile,30419.63,21547.24,0.0699,0.0833,24,17,1361.83,2026-06-15,2026-07-15,2028-06-04,2027-01-11,7,17,0,En cours,Nantissement,25965.03,Véhicule,750,A,151.13,,0,CONS-021,2026-09-11 14:53:27.117341,2026-09-11 14:53:27.117341
CRD-000412,CLI-003198,AG-MAR-01,CPT-004077,Crédit équipement,9302.37,1937.99,0.0609,0.0662,24,5,412.66,2024-04-01,2024-05-01,2026-03-22,2025-10-23,19,5,0,En cours,Garantie autonome,6274.61,Études,662,B,9.9,,0,CONS-028,2026-09-11 14:53:27.119342,2026-09-11 14:53:27.120340
CRD-000413,CLI-002624,AG-CAS-02,CPT-003340,Crédit immobilier,117783.85,30100.32,0.0307,0.0399,180,46,817.36,2024-11-08,2024-12-08,2039-08-22,2035-11-11,134,46,0,En cours,Nantissement,67438.84,Investissement,520,C,173.33,,0,CONS-040,2026-09-11 14:53:27.122339,2026-09-11 14:53:27.122339
CRD-000414,CLI-001352,AG-MEK-01,CPT-001734,Crédit investissement,83970.1,27990.03,0.0344,0.0513,60,20,1525.31,2022-08-15,2022-09-14,2027-07-20,2025-11-27,40,20,0,En cours,Hypothèque,64080.38,Études,454,C,111.28,,0,CONS-029,2026-09-11 14:53:27.125341,2026-09-11 14:53:27.125341
CRD-000415,CLI-000411,AG-TÉT-01,CPT-000517,Crédit consommation,63029.83,21009.94,0.0595,0.0672,36,12,1916.06,2024-02-15,2024-03-16,2027-01-30,2026-02-04,24,12,0,En cours,Garantie autonome,41221.22,Études,577,C,93.01,,0,CONS-008,2026-09-11 14:53:27.127340,2026-09-11 14:53:27.127340
CRD-000416,CLI-004213,AG-BÉN-01,CPT-005395,Crédit automobile,26558.36,25451.76,0.0624,0.075,24,23,1179.96,2025-08-27,2025-09-26,2027-08-17,2025-09-26,1,23,0,En cours,Hypothèque,17872.6,Fonds de roulement,527,C,68.61,,0,CONS-037,2026-09-11 14:53:27.130339,2026-09-11 14:53:27.130339
CRD-000417,CLI-000110,AG-RAB-01,CPT-000142,Crédit immobilier,346298.69,112547.07,0.0455,0.0571,120,39,3597.34,2025-11-26,2025-12-26,2035-10-05,2032-07-22,81,39,0,En cours,Nantissement,278800.04,Études,536,C,1203.13,,0,CONS-028,2026-09-11 14:53:27.132338,2026-09-11 14:53:27.132338
CRD-000418,CLI-004996,AG-CAS-01,CPT-006400,Crédit automobile,138384.62,23064.1,0.049,0.0661,48,8,3180.64,2025-05-06,2025-06-05,2029-04-15,2028-08-18,40,8,0,En cours,Sans garantie,0.0,Études,659,B,102.64,,0,CONS-006,2026-09-11 14:53:27.135341,2026-09-11 14:53:27.135341
CRD-000419,CLI-003430,AG-MOH-01,CPT-004374,Crédit professionnel,9347.13,2726.25,0.0372,0.0457,48,14,209.88,2021-10-10,2021-11-09,2025-09-19,2024-07-26,34,14,0,En cours,Nantissement,9092.89,Équipement professionnel,638,B,7.73,,0,CONS-020,2026-09-11 14:53:27.138338,2026-09-11 14:53:27.138338
CRD-000420,CLI-002810,AG-LAÂ-01,CPT-003583,Crédit automobile,93149.56,79177.13,0.0644,0.0783,60,51,1819.96,2025-12-28,2026-01-27,2030-12-02,2026-09-24,9,51,0,En cours,Sans garantie,0.0,Véhicule,586,C,463.47,,0,CONS-002,2026-09-11 14:53:27.140338,2026-09-11 14:53:27.140338
CRD-000421,CLI-002595,AG-OUJ-01,CPT-003301,Crédit automobile,99148.41,28918.29,0.0415,0.0468,48,14,2245.34,2026-02-06,2026-03-08,2030-01-16,2028-11-22,34,14,0,En cours,Garantie autonome,50391.48,Équipement professionnel,717,A,195.81,,0,CONS-019,2026-09-11 14:53:27.143338,2026-09-11 14:53:27.143338
CRD-000422,CLI-002837,AG-CAS-04,CPT-003616,Crédit immobilier,280364.98,272577.06,0.065,0.0778,180,175,2442.28,2022-12-28,2023-01-27,2037-10-10,2023-05-27,5,175,232,Contentieux,Garantie autonome,213886.28,Fonds de roulement,696,D,38239.98,2026-01-31,1,CONS-005,2026-09-11 14:53:27.146338,2026-09-11 14:53:27.146338
CRD-000423,CLI-002373,AG-SAL-01,CPT-003021,Crédit immobilier,371416.13,295585.34,0.0588,0.075,240,191,2635.29,2022-08-21,2022-09-20,2042-05-08,2026-08-30,49,191,0,En cours,Nantissement,304658.02,Équipement professionnel,700,A,1698.04,,0,CONS-003,2026-09-11 14:53:27.149341,2026-09-11 14:53:27.149341
CRD-000424,CLI-001236,AG-CAS-02,CPT-001583,Crédit consommation,10587.9,4411.62,0.0543,0.07,48,20,245.9,2023-10-16,2023-11-15,2027-09-25,2026-02-02,28,20,0,En cours,Hypothèque,6823.16,Travaux,622,B,23.49,,0,CONS-045,2026-09-11 14:53:27.152357,2026-09-11 14:53:27.152357
CRD-000425,CLI-002147,AG-MEK-01,CPT-002736,Crédit immobilier,41143.57,34286.31,0.0627,0.074,240,200,301.21,2025-12-27,2026-01-26,2045-09-13,2029-04-10,40,200,0,En cours,Nantissement,35730.18,Fonds de roulement,630,B,276.83,,0,CONS-011,2026-09-11 14:53:27.155363,2026-09-11 14:53:27.155363
CRD-000426,CLI-004976,AG-SAL-01,CPT-006377,Crédit professionnel,648428.12,306202.17,0.056,0.0628,36,17,19609.13,2024-05-29,2024-06-28,2027-05-14,2025-12-20,19,17,0,En cours,Sans garantie,0.0,Études,524,C,2242.08,,0,CONS-038,2026-09-11 14:53:27.157363,2026-09-11 14:53:27.157363
CRD-000427,CLI-000600,AG-EL -01,CPT-000757,Crédit automobile,37613.26,32389.2,0.0313,0.039,36,31,1096.0,2025-04-21,2025-05-21,2028-04-05,2025-09-18,5,31,0,En cours,Nantissement,23699.4,Équipement professionnel,644,B,139.03,,0,CONS-004,2026-09-11 14:53:27.160363,2026-09-11 14:53:27.160363
CRD-000428,CLI-001435,AG-MOH-01,CPT-001846,Crédit consommation,11708.72,975.73,0.0497,0.0582,24,2,513.52,2025-07-12,2025-08-11,2027-07-02,2027-05-03,22,2,0,En cours,Nantissement,11420.37,Travaux,458,C,5.51,,0,CONS-029,2026-09-11 14:53:27.162364,2026-09-11 14:53:27.162364
CRD-000429,CLI-004997,AG-EL -01,CPT-006401,Crédit immobilier,636085.89,120149.56,0.0507,0.0572,180,34,5053.35,2025-04-23,2025-05-23,2040-02-04,2037-04-20,146,34,0,En cours,Sans garantie,0.0,Équipement professionnel,620,B,931.36,,0,CONS-019,2026-09-11 14:53:27.165362,2026-09-11 14:53:27.165362
CRD-000430,CLI-000539,AG-SAL-01,CPT-000686,Crédit immobilier,90305.11,25586.45,0.0619,0.0761,120,34,1011.21,2022-05-15,2022-06-14,2032-03-23,2029-06-07,86,34,0,En cours,Hypothèque,106874.98,Achat immobilier,621,B,140.76,,0,CONS-026,2026-09-11 14:53:27.167363,2026-09-11 14:53:27.167363
CRD-000431,CLI-000722,AG-TAN-01,CPT-000914,Crédit automobile,25566.79,15766.19,0.0369,0.0553,60,37,467.28,2022-08-17,2022-09-16,2027-07-22,2024-07-07,23,37,0,En cours,Caution personnelle,21517.15,Travaux,660,B,102.97,,0,CONS-011,2026-09-11 14:53:27.170366,2026-09-11 14:53:27.170366
CRD-000432,CLI-004411,AG-NAD-01,CPT-005655,Crédit professionnel,12929.17,2370.35,0.0794,0.0992,60,11,261.79,2025-01-06,2025-02-05,2029-12-11,2029-01-15,49,11,0,En cours,Sans garantie,0.0,Fonds de roulement,545,C,32.14,,0,CONS-038,2026-09-11 14:53:27.173364,2026-09-11 14:53:27.173364
CRD-000433,CLI-001873,AG-NAD-01,CPT-002389,Crédit automobile,25304.87,25304.87,0.0388,0.0454,24,24,1097.51,2021-12-14,2022-01-13,2023-12-04,,0,24,0,En cours,Hypothèque,26718.67,Achat immobilier,667,B,81.37,,0,CONS-036,2026-09-11 14:53:27.176364,2026-09-11 14:53:27.176364
CRD-000434,CLI-002846,AG-MAR-01,CPT-003627,Crédit consommation,24313.65,5065.34,0.0307,0.0443,24,5,1045.78,2026-03-17,2026-04-16,2028-03-06,2027-10-08,19,5,0,En cours,Garantie autonome,17622.82,Équipement professionnel,364,C,53.62,,0,CONS-043,2026-09-11 14:53:27.178366,2026-09-11 14:53:27.178366
CRD-000435,CLI-002054,AG-TAN-02,CPT-002614,Crédit investissement,500102.44,361185.1,0.0478,0.0529,36,26,14939.17,2022-09-22,2022-10-22,2025-09-06,2023-07-19,10,26,0,En cours,Sans garantie,0.0,Équipement professionnel,573,C,5415.46,,0,CONS-039,2026-09-11 14:53:27.181364,2026-09-11 14:53:27.181364
CRD-000436,CLI-002908,AG-CAS-06,CPT-003709,Crédit équipement,8985.28,4492.64,0.0506,0.0693,24,12,394.44,2023-10-27,2023-11-26,2025-10-16,2024-10-21,12,12,10,En cours (retard),Hypothèque,8473.69,Achat immobilier,680,B,39.18,,0,CONS-026,2026-09-11 14:53:27.183364,2026-09-11 14:53:27.183364
CRD-000437,CLI-002255,AG-MEK-01,CPT-002874,Crédit automobile,59745.45,58500.75,0.0321,0.0429,48,47,1327.98,2023-08-08,2023-09-07,2027-07-18,2023-09-07,1,47,0,En cours,Nantissement,60512.24,Achat immobilier,688,B,392.65,,0,CONS-039,2026-09-11 14:53:27.186365,2026-09-11 14:53:27.186365
CRD-000438,CLI-003913,AG-CAS-05,CPT-005001,Crédit équipement,7864.35,4587.54,0.0467,0.0578,48,28,179.94,2022-11-19,2022-12-19,2026-10-29,2024-07-11,20,28,0,En cours,Sans garantie,0.0,Équipement professionnel,564,C,33.23,,0,CONS-036,2026-09-11 14:53:27.188363,2026-09-11 14:53:27.188363
CRD-000439,CLI-000178,AG-RAB-01,CPT-000222,Crédit professionnel,41571.65,6928.61,0.0507,0.0593,36,6,1247.25,2023-07-12,2023-08-11,2026-06-26,2025-12-28,30,6,0,En cours,Caution personnelle,29630.86,Travaux,746,A,38.33,,0,CONS-047,2026-09-11 14:53:27.191345,2026-09-11 14:53:27.191345
CRD-000440,CLI-002891,AG-RAB-02,CPT-003686,Crédit professionnel,19141.89,6779.42,0.0346,0.0478,48,17,427.6,2021-10-26,2021-11-25,2025-10-05,2024-05-13,31,17,0,En cours,Garantie autonome,20586.76,Équipement professionnel,433,C,29.78,,0,CONS-019,2026-09-11 14:53:27.194365,2026-09-11 14:53:27.194365
CRD-000441,CLI-003674,AG-LAÂ-01,CPT-004699,Crédit automobile,15374.35,6405.98,0.0611,0.074,24,10,682.16,2022-11-19,2022-12-19,2024-11-08,2024-01-13,14,10,0,En cours,Sans garantie,0.0,Véhicule,529,C,57.48,,0,CONS-044,2026-09-11 14:53:27.197364,2026-09-11 14:53:27.197364
CRD-000442,CLI-000081,AG-MAR-02,CPT-000107,Crédit professionnel,1636.82,1432.22,0.043,0.0555,48,42,37.18,2022-06-04,2022-07-04,2026-05-14,2022-12-01,6,42,0,En cours,Caution personnelle,1420.48,Équipement professionnel,634,B,12.29,,0,CONS-023,2026-09-11 14:53:27.202342,2026-09-11 14:53:27.202342
CRD-000443,CLI-002562,AG-CAS-01,CPT-003260,Crédit automobile,92598.89,19291.44,0.0764,0.086,24,5,4172.81,2022-04-27,2022-05-27,2024-04-16,2023-11-18,19,5,0,En cours,Hypothèque,96957.92,Achat immobilier,542,C,64.34,,0,CONS-043,2026-09-11 14:53:27.205363,2026-09-11 14:53:27.205363
CRD-000444,CLI-001724,AG-KHO-01,CPT-002200,Crédit immobilier,827523.57,627538.71,0.0766,0.088,120,91,9892.09,2023-11-01,2023-12-01,2033-09-09,2026-03-20,29,91,0,En cours,Nantissement,741947.74,Investissement,531,C,6239.32,,0,CONS-025,2026-09-11 14:53:27.208359,2026-09-11 14:53:27.208359
CRD-000445,CLI-001618,AG-SAF-01,CPT-002071,Crédit investissement,76865.63,64054.69,0.0447,0.0575,60,50,1431.96,2024-08-03,2024-09-02,2029-07-08,2025-05-30,10,50,40,En cours (retard),Nantissement,78620.57,Investissement,767,C,2882.24,2025-03-10,2,CONS-028,2026-09-11 14:53:27.210366,2026-09-11 14:53:27.210366
CRD-000446,CLI-001655,AG-TAN-02,CPT-002116,Crédit immobilier,395417.4,304471.4,0.0793,0.0974,300,231,3033.58,2024-09-04,2024-10-04,2049-04-26,2030-05-06,69,231,0,En cours,Caution personnelle,324965.2,Études,662,B,1606.82,,0,CONS-013,2026-09-11 14:53:27.214360,2026-09-11 14:53:27.214360
CRD-000447,CLI-002329,AG-TAN-02,CPT-002968,Crédit équipement,15032.48,5950.36,0.0498,0.0654,48,19,346.05,2022-02-16,2022-03-18,2026-01-26,2024-07-05,29,19,0,En cours,Nantissement,14359.63,Travaux,510,C,18.22,,0,CONS-026,2026-09-11 14:53:27.217360,2026-09-11 14:53:27.217360
CRD-000448,CLI-004614,AG-RAB-02,CPT-005913,Crédit équipement,12022.44,2003.74,0.0504,0.0588,48,8,277.09,2026-07-07,2026-08-06,2030-06-16,2029-10-19,40,8,0,En cours,Caution personnelle,7552.83,Investissement,624,B,10.72,,0,CONS-045,2026-09-11 14:53:27.219366,2026-09-11 14:53:27.219366
CRD-000449,CLI-000222,AG-CAS-03,CPT-000280,Crédit équipement,17313.44,15870.65,0.0565,0.0763,12,11,1487.32,2025-10-10,2025-11-09,2026-10-05,2025-11-09,1,11,0,En cours,Nantissement,17414.91,Travaux,597,C,95.04,,0,CONS-034,2026-09-11 14:53:27.222359,2026-09-11 14:53:27.222359
CRD-000450,CLI-000094,AG-RAB-01,CPT-000123,Crédit automobile,17373.61,13754.11,0.0656,0.0761,48,38,412.5,2023-06-24,2023-07-24,2027-06-03,2024-04-19,10,38,0,En cours,Sans garantie,0.0,Équipement professionnel,736,A,114.16,,0,CONS-030,2026-09-11 14:53:27.224362,2026-09-11 14:53:27.224362
CRD-000451,CLI-002610,AG-FÈS-02,CPT-003322,Crédit consommation,6072.56,4723.1,0.0582,0.0686,36,28,184.24,2025-06-03,2025-07-03,2028-05-18,2026-01-29,8,28,66,En cours (retard),Nantissement,3872.08,Fonds de roulement,659,C,304.59,2025-12-15,1,CONS-049,2026-09-11 14:53:27.227365,2026-09-11 14:53:27.227365
CRD-000452,CLI-003383,AG-SAL-01,CPT-004312,Crédit consommation,6578.0,3837.17,0.0748,0.082,36,21,204.56,2026-04-04,2026-05-04,2029-03-19,2027-06-28,15,21,0,En cours,Garantie autonome,4496.9,Équipement professionnel,608,B,12.75,,0,CONS-028,2026-09-11 14:53:27.231362,2026-09-11 14:53:27.231362
CRD-000453,CLI-004416,AG-AGA-02,CPT-005660,Crédit consommation,8685.62,2714.26,0.0384,0.0493,48,15,195.49,2024-04-11,2024-05-11,2028-03-21,2026-12-27,33,15,127,Incident de paiement,Caution personnelle,5048.41,Études,790,D,268.25,2025-01-28,1,CONS-005,2026-09-11 14:53:27.234364,2026-09-11 14:53:27.234364
CRD-000454,CLI-001398,AG-BÉN-01,CPT-001792,Crédit professionnel,422794.19,237821.73,0.0392,0.049,48,27,9531.17,2023-10-25,2023-11-24,2027-10-04,2025-07-16,21,27,0,En cours,Hypothèque,496057.65,Véhicule,733,A,1027.72,,0,CONS-032,2026-09-11 14:53:27.236367,2026-09-11 14:53:27.236367
CRD-000455,CLI-004687,AG-CAS-06,CPT-006007,Crédit immobilier,891063.87,835372.38,0.0378,0.0515,240,225,5296.94,2025-10-13,2025-11-12,2045-06-30,2027-01-06,15,225,0,En cours,Caution personnelle,966959.13,Équipement professionnel,463,C,10373.38,,0,CONS-026,2026-09-11 14:53:27.239364,2026-09-11 14:53:27.239364
CRD-000456,CLI-001293,AG-MEK-01,CPT-001658,Crédit immobilier,134830.12,29213.19,0.0613,0.0794,180,39,1147.26,2023-05-12,2023-06-11,2038-02-22,2034-12-10,141,39,0,En cours,Sans garantie,0.0,Équipement professionnel,513,C,248.8,,0,CONS-022,2026-09-11 14:53:27.242359,2026-09-11 14:53:27.242359
CRD-000457,CLI-002165,AG-EL -01,CPT-002761,Crédit consommation,26001.09,8667.03,0.0373,0.049,12,4,2210.78,2025-06-09,2025-07-09,2026-06-04,2026-02-04,8,4,0,En cours,Sans garantie,0.0,Équipement professionnel,627,B,56.55,,0,CONS-008,2026-09-11 14:53:27.244365,2026-09-11 14:53:27.244365
CRD-000458,CLI-002940,AG-KHE-01,CPT-003748,Crédit immobilier,178151.23,103179.25,0.072,0.0837,240,139,1402.67,2022-12-08,2023-01-07,2042-08-25,2031-03-26,101,139,373,Contentieux,Caution personnelle,175530.41,Travaux,622,D,39349.57,2023-06-24,2,CONS-007,2026-09-11 14:53:27.247364,2026-09-11 14:53:27.247364
